loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_age,sy_dist,pl_bmass (Msun)
33982,TOI-1710 b,TOI-1710,1,2,1,0,Transit,24.283377,0.166,0.464,0.07048,0.0,,,5684.0,0.96,1.03,0.147,[Fe/H],-0.063,1.5,81.2271,6.7280208e-05
33985,TOI-172 b,TOI-172,1,1,1,0,Transit,9.47725,0.0914,0.965,5.42,0.3806,88.2,,5645.0,1.78,1.13,0.148,[Fe/H],0.461,7.4,342.831,0.005173932
33986,TOI-1723 b,TOI-1723,1,1,1,0,Transit,13.72641,0.114,0.294,0.03272,0.0,,,5743.0,1.09,1.04,0.159,[Fe/H],0.064,4.8,100.727,3.1234512e-05
33991,TOI-1728 b,TOI-1728,1,1,1,0,Transit,3.49151,0.0391,0.451,0.08426,0.057,88.31,M0,3980.0,0.62,0.65,0.25,[Fe/H],-1.056,7.1,60.798,8.0434596e-05
33993,TOI-1736 b,TOI-1736,1,1,2,0,Transit,7.073076,0.073,0.284,0.0387,0.0,,,5636.0,1.43,1.04,0.148,[Fe/H],0.271,9.2,88.9482,3.6943019999999997e-05
33996,TOI-1736 c,TOI-1736,1,1,2,0,Radial Velocity,571.25,1.37,,7.68024,0.3685,,,5636.0,1.43,1.04,0.148,[Fe/H],0.271,9.2,88.9482,0.007331557104
34000,TOI-1739 b,TOI-1739,1,1,1,0,Transit,8.303342,0.0742,0.151,,,89.27,,4922.0,0.75,0.79,0.07,[Fe/H],-0.524,6.3,70.9819,
34001,TOI-1742 b,TOI-1742,1,1,1,0,Transit,21.269084,0.154,0.211,0.03052,0.3,,,5815.0,1.13,1.09,0.193,[Fe/H],0.121,3.9,72.8871,2.9134391999999998e-05
34004,TOI-1749 b,TOI-1749,1,1,3,0,Transit,2.38839,0.0291,0.124,0.17934,0.14,86.4,M0 V,3985.0,0.55,0.58,-0.26,[Fe/H],,0.8,99.5561,0.000171197964
34005,TOI-1749 c,TOI-1749,1,1,3,0,Transit,4.4929,0.0443,0.189,0.04405,0.019,88.8,M0 V,3985.0,0.55,0.58,-0.26,[Fe/H],,0.8,99.5561,4.205013e-05
34007,TOI-1749 d,TOI-1749,1,1,3,0,Transit,9.0497,0.0707,0.225,0.0472,0.062,88.53,M0 V,3985.0,0.55,0.58,-0.26,[Fe/H],,0.8,99.5561,4.505712e-05
34010,TOI-1751 b,TOI-1751,1,1,1,0,Transit,37.46852,0.215,0.263,0.06135,0.327,,,5970.0,1.31,0.94,-0.373,[Fe/H],0.297,9.0,113.335,5.856471e-05
34013,TOI-1753 b,TOI-1753,1,1,1,0,Transit,5.3846104,0.059,0.221,0.05223,0.0,,,5621.0,0.97,0.95,0.026,[Fe/H],-0.07,5.9,226.671,4.9858757999999996e-05
34015,TOI-1758 b,TOI-1758,1,1,1,0,Transit,20.705127,0.138,0.317,0.02171,0.0,,,5151.0,0.82,0.83,-0.02,[Fe/H],-0.373,7.5,96.6215,2.0724366e-05
34019,TOI-1759 b,TOI-1759,1,1,1,0,Transit,18.85019,0.1177,0.28,0.03398,0.0,89.72,M0.0 V,4065.0,0.6,0.61,0.05,[Fe/H],-1.057,5.0,40.0654,3.2437308000000004e-05
34021,TOI-1775 b,TOI-1775,1,1,1,0,Transit,10.2405549,0.08,0.718,0.30205,0.0,,,5284.0,0.83,0.92,0.162,[Fe/H],-0.316,0.8,149.234,0.00028833693
34022,TOI-1776 b,TOI-1776,1,1,1,0,Transit,2.799868,0.0378,0.108,0.0044,0.0,,,5785.0,0.94,0.92,-0.193,[Fe/H],-0.053,5.1,44.647,4.20024e-06
34024,TOI-178 b,TOI-178,1,1,6,0,Transit,1.914558,0.02607,0.103,0.00472,,88.8,K,4316.0,0.65,0.65,-0.23,[Fe/H],-0.879,7.1,62.699,4.505712e-06
34026,TOI-178 c,TOI-178,1,1,6,0,Transit,3.23845,0.037,0.149,0.01501,,88.4,K,4316.0,0.65,0.65,-0.23,[Fe/H],-0.879,7.1,62.699,1.4328546000000001e-05
34027,TOI-178 d,TOI-178,1,1,6,0,Transit,6.5577,0.0592,0.229,0.00947,,88.58,K,4316.0,0.65,0.65,-0.23,[Fe/H],-0.879,7.1,62.699,9.040062e-06
34030,TOI-178 e,TOI-178,1,1,6,0,Transit,9.961881,0.0783,0.197,0.01214,,88.71,K,4316.0,0.65,0.65,-0.23,[Fe/H],-0.879,7.1,62.699,1.1588844e-05
34031,TOI-178 f,TOI-178,1,1,6,0,Transit,15.231915,0.1039,0.204,0.02429,,88.723,K,4316.0,0.65,0.65,-0.23,[Fe/H],-0.879,7.1,62.699,2.3187234e-05
34033,TOI-178 g,TOI-178,1,1,6,0,Transit,20.7095,0.1275,0.256,0.0124,,88.823,K,4316.0,0.65,0.65,-0.23,[Fe/H],-0.879,7.1,62.699,1.183704e-05
34034,TOI-1789 b,TOI-1789,1,1,1,0,Transit,3.208664,0.04882,1.44,0.7,,78.41,F,5991.0,2.17,1.51,0.373,[Fe/H],0.736,2.73,229.067,0.00066822
34038,TOI-1794 b,TOI-1794,1,1,1,0,Transit,8.765528,0.082,0.294,0.02737,0.0,,,5631.0,1.32,0.97,0.035,[Fe/H],0.197,10.8,155.791,2.6127402e-05
34039,TOI-1798.01,TOI-1798,1,1,2,0,Transit,8.02154,0.074,0.213,0.02045,0.0,,,5106.0,0.79,0.85,0.073,[Fe/H],-0.416,2.6,113.181,1.952157e-05
34043,TOI-1798.02,TOI-1798,1,1,2,0,Transit,0.4378146,0.0107,0.125,0.01762,0.0,,,5106.0,0.79,0.85,0.073,[Fe/H],-0.416,2.6,113.181,1.6820052e-05
34044,TOI-1799 b,TOI-1799,1,1,1,0,Transit,7.085738,0.071,0.127,0.01259,0.0,,,5698.0,0.95,0.94,-0.064,[Fe/H],-0.062,5.1,62.1274,1.2018414e-05
34047,TOI-1801 b,TOI-1801,1,2,1,0,Transit,10.64387,,0.186,0.01805,0.0,89.507,M0.5+/-0.5 V,3863.0,0.55,0.56,-0.19,[Fe/H],-1.23,0.7,30.6796,1.723053e-05
34049,TOI-1806.01,TOI-1806,1,1,1,0,Transit,15.1454693,0.087735,0.304,,,,,3272.0,0.4,0.39,,,,,55.5211,
34051,TOI-1807 b,TOI-1807,1,1,1,0,Transit,0.54937097,0.0122,0.134,0.00768,0.0,,,4914.0,0.75,0.8,0.044,[Fe/H],-0.533,2.1,42.5775,7.331328e-06
34056,TOI-181 b,TOI-181,1,1,1,0,Transit,4.532,0.0539,0.634,0.1452,0.1543,88.28,K,4994.0,0.74,0.82,0.272,[M/H],-0.526,5.4,96.2338,0.00013860792
34057,TOI-1811 b,TOI-1811,1,1,1,0,Transit,3.7130765,0.04389,0.994,0.972,0.052,86.48,,4766.0,0.77,0.82,0.306,[Fe/H],-0.56,5.9,128.23,0.0009278712
34060,TOI-1820 b,TOI-1820,1,1,1,0,Transit,4.860674,0.061,1.14,2.3,0.043,84.4,,5734.0,1.51,1.04,0.14,[Fe/H],,11.0,248.504,0.00219558
34062,TOI-1823 b,TOI-1823,1,1,1,0,Transit,38.8,0.212,0.673,0.21206,0.0,,,4927.0,0.8,0.84,0.243,[Fe/H],-0.461,6.3,71.6456,0.000202432476
34064,TOI-1824 b,TOI-1824,1,1,1,0,Transit,22.808533,0.151,0.245,0.05034,0.0,,,5165.0,0.81,0.88,0.124,[Fe/H],-0.373,2.5,59.4314,4.8054564e-05
34066,TOI-1836 b,TOI-1836,1,1,2,0,Transit,20.380845,0.157,0.739,0.07771,0.0,,,6237.0,1.65,1.25,-0.136,[Fe/H],0.57,3.2,191.649,7.4181966e-05
34067,TOI-1836 c,TOI-1836,1,1,2,0,Transit,1.7727471,0.03089,0.232,0.02517,0.0,,,6237.0,1.65,1.25,-0.136,[Fe/H],0.57,3.2,191.649,2.4027282e-05
34070,TOI-1842 b,TOI-1842,1,1,1,0,Transit,9.5739181,0.1,1.102,0.28128,0.276,,,6039.0,2.03,1.46,0.332,[Fe/H],0.695,2.5,223.465,0.000268509888
34073,TOI-1853 b,TOI-1853,1,1,1,0,Transit,1.2436258,0.0213,0.309,0.23031,0.03,84.7,K2.5 V,4985.0,0.81,0.84,0.11,[Fe/H],-0.432,,165.105,0.00021985392599999998
34075,TOI-1855 b,TOI-1855,1,1,1,0,Transit,1.36414864,0.02398,1.65,1.133,0.033,78.1,,5359.0,1.04,0.99,0.399,[Fe/H],-0.095,8.2,176.833,0.0010815618
34077,TOI-1859 b,TOI-1859,1,1,1,0,Transit,63.48347,0.337,0.87,,0.57,88.64,,6341.0,1.36,1.29,0.12,[M/H],,1.41,224.385,
34080,TOI-1860 b,TOI-1860,1,1,1,0,Transit,1.0662107,0.0204,0.117,,,,G V,5752.0,0.94,0.99,0.04,[Fe/H],,0.133,45.864,
34082,TOI-1898 b,TOI-1898,1,1,1,0,Transit,45.52234,0.269,0.838,0.40588,0.485,,,6241.0,1.61,1.25,-0.095,[Fe/H],0.551,3.1,79.6682,0.00038745304800000003
34084,TOI-1899 b,TOI-1899,1,1,1,0,Transit,29.090312,0.1525,0.99,0.67,0.044,89.64,,3926.0,0.61,0.63,0.28,[Fe/H],,7.1,128.438,0.0006395820000000001
34087,TOI-1937 A b,TOI-1937 A,1,2,1,0,Transit,0.94667944,0.01932,1.247,2.01,0.0,77.0,,5814.0,1.08,1.07,0.196,[Fe/H],0.08,3.6,415.135,0.0019187459999999998
34088,TOI-198 b,TOI-198,1,1,1,0,Transit,10.2152,0.1,0.128,,,89.89,M0 V,3650.0,0.44,0.47,-0.7,[Fe/H],,5.3,23.7262,
34090,TOI-199 b,TOI-199,1,1,2,0,Transit,104.854,0.4254,0.81,0.17,0.09,90.0,G9 V,5255.0,0.82,0.94,0.22,[Fe/H],-0.338,0.8,102.27,0.000162282
34092,TOI-199 c,TOI-199,1,1,2,0,Transit Timing Variations,273.69,0.807,,0.28,0.096,90.0,G9 V,5255.0,0.82,0.94,0.22,[Fe/H],-0.338,0.8,102.27,0.000267288
34094,TOI-1994 b,TOI-1994,1,1,1,0,Transit,4.0337142,0.0613,1.22,22.1,0.341,85.5,,7700.0,2.3,1.86,-0.01,[Fe/H],1.223,0.94,515.603,0.02109666
34096,TOI-2000 b,TOI-2000,1,1,2,0,Transit,3.09833,0.04271,0.241,0.0347,0.0,84.59,,5611.0,1.13,1.08,0.439,[Fe/H],0.06,5.3,175.713,3.312462e-05
34098,TOI-2000 c,TOI-2000,1,1,2,0,Transit,9.127055,0.0878,0.727,0.257,0.063,87.86,,5611.0,1.13,1.08,0.439,[Fe/H],0.06,5.3,175.713,0.00024533220000000003
34100,TOI-201 b,TOI-201,1,1,1,0,Transit,52.97818,0.3,1.008,0.42,0.28,,F6 V,6394.0,1.32,1.32,0.24,[Fe/H],0.415,0.87,113.825,0.000400932
34103,TOI-2010 b,TOI-2010,1,1,1,0,Transit,141.834025,0.5516,1.054,1.286,0.212,89.903,F0,5929.0,1.08,1.11,0.168,[Fe/H],0.114,1.9,109.19,0.0012276156
34104,TOI-2015 b,TOI-2015,1,1,1,0,Transit,3.348968,0.0301,0.302,0.0516,0.0,87.95,M4,3194.0,0.33,0.34,0.05,[Fe/H],-1.979,1.1,47.3444,4.925736e-05
34107,TOI-2018 b,TOI-2018,1,1,1,0,Transit,7.435583,,0.202,0.02895,0.0,88.52,K V,4174.0,0.62,0.57,-0.58,[Fe/H],-1.0,,27.9956,2.763567e-05
34108,TOI-2019 b,TOI-2019,1,1,1,0,Transit,15.3444,0.128,0.476,0.10823,0.0,,,5626.0,1.75,1.18,0.409,[Fe/H],0.441,6.4,198.007,0.000103316358
34112,TOI-2025 b,TOI-2025,1,1,1,0,Transit,8.8720982,0.0892,1.061,3.6,0.394,88.65,,5977.0,1.46,1.2,0.15,[Fe/H],0.387,4.5,335.985,0.00343656
34113,TOI-2046 b,TOI-2046,1,1,1,0,Transit,1.4971842,,1.44,2.3,,83.6,F8 V,6250.0,1.21,1.13,-0.06,[Fe/H],,0.45,289.668,0.00219558
34116,TOI-2048 b,TOI-2048,1,1,1,0,Transit,13.79019,,0.233,,0.13,89.41,G V,5185.0,0.79,0.83,0.02,[M/H],-0.387,0.3,116.567,
34118,TOI-206 b,TOI-206,1,1,1,0,Transit,0.7363104,0.0112,0.116,,,,,3383.0,0.35,0.35,,,,,47.7465,
34119,TOI-2068 b,TOI-2068,1,1,1,0,Transit,7.768915,0.0632,0.162,,,89.01,,3710.0,0.54,0.56,0.27,[Fe/H],-1.311,7.0,52.9328,
34123,TOI-2076 b,TOI-2076,1,1,3,0,Transit,10.355096,0.088,0.247,0.05066,0.0,,,5192.0,0.8,0.86,0.02,[Fe/H],-0.378,2.7,41.9091,4.8360035999999996e-05
34128,TOI-2076 c,TOI-2076,1,1,3,0,Transit,21.015327,0.142,0.33,0.17305,0.0,,,5192.0,0.8,0.86,0.02,[Fe/H],-0.378,2.7,41.9091,0.00016519353
34133,TOI-2076 d,TOI-2076,1,1,3,0,Transit,35.125686,0.199,0.306,0.09124,0.0,,,5192.0,0.8,0.86,0.02,[Fe/H],-0.378,2.7,41.9091,8.7097704e-05
34135,TOI-2081 b,TOI-2081,1,1,1,0,Transit,10.50534,0.0752,0.182,,,89.34,M1.0,3800.0,0.53,0.54,-0.5,[Fe/H],-1.338,,62.3446,
34136,TOI-2084 b,TOI-2084,1,2,1,0,Transit,6.0784247,0.05006,0.22,,,89.15,M2+/-0.5,3551.0,0.47,0.45,-0.13,[Fe/H],-1.492,7.5,114.549,
34138,TOI-2088 b,TOI-2088,1,1,1,0,Transit,124.72997,0.472,0.329,0.11642,0.0,,,5081.0,0.85,0.9,0.339,[Fe/H],-0.362,4.5,126.46,0.000111134532
34140,TOI-2095 b,TOI-2095,1,1,2,0,Transit,17.66484,0.101,0.112,0.0129,0.0,89.67,M2.5 V,3759.0,0.44,0.44,-0.24,[Fe/H],-1.459,1.0,41.9176,1.231434e-05
34145,TOI-2095 c,TOI-2095,1,1,2,0,Transit,28.17232,0.137,0.119,0.02328,0.0,89.91,M2.5 V,3759.0,0.44,0.44,-0.24,[Fe/H],-1.459,1.0,41.9176,2.2223087999999998e-05
34146,TOI-2096 b,TOI-2096,1,1,2,0,Transit,3.1190633,0.025,0.111,,0.15,89.24,M4,3300.0,0.23,0.23,-0.03,[Fe/H],-2.228,4.0,48.4809,
34149,TOI-2096 c,TOI-2096,1,1,2,0,Transit,6.38784,0.04,0.171,,0.1,89.56,M4,3300.0,0.23,0.23,-0.03,[Fe/H],-2.228,4.0,48.4809,
34150,TOI-2107 b,TOI-2107,1,1,1,0,Transit,2.4545467,0.03515,1.211,0.83,0.033,89.44,,5627.0,0.93,0.96,0.07,[Fe/H],-0.105,4.0,236.705,0.000792318
34153,TOI-2109 b,TOI-2109,1,1,1,0,Transit,0.67247414,0.01791,1.347,5.02,,70.74,F,6540.0,1.7,1.45,0.068,[Fe/H],0.673,1.77,262.041,0.0047920919999999995
34155,TOI-2120 b,TOI-2120,1,1,1,0,Transit,5.7998164,0.0377,0.189,0.0214,0.32,88.67,,3131.0,0.24,0.21,0.39,[Fe/H],-2.287,,32.1755,2.042844e-05
34157,TOI-2128 b,TOI-2128,1,1,1,0,Transit,16.34136,0.127,0.186,0.01416,0.0,,,5968.0,1.12,1.03,-0.07,[Fe/H],0.156,4.7,36.578,1.3517136e-05
34159,TOI-2134 b,TOI-2134,1,1,2,0,Transit,9.2292005,0.078,0.24,0.02873,0.06,89.49,K5 V,4580.0,0.71,0.74,0.12,[Fe/H],-0.717,3.8,22.6202,2.7425658e-05
34161,TOI-2134 c,TOI-2134,1,1,2,0,Transit,95.5,0.371,0.649,0.1318,0.67,,K5 V,4580.0,0.71,0.74,0.12,[Fe/H],-0.717,3.8,22.6202,0.00012581628
34164,TOI-2136 b,TOI-2136,1,1,1,0,Transit,7.851928,0.057,0.195,0.02004,0.0,89.4,M4.5 V,3342.0,0.34,0.34,0.03,[Fe/H],-1.886,4.6,33.3631,1.9130183999999998e-05
34167,TOI-2141 b,TOI-2141,1,1,1,0,Transit,18.26157,0.133,0.278,0.075,0.21,89.0,,5659.0,0.98,0.94,-0.12,[Fe/H],-0.05,6.4,77.682,7.1595e-05
34170,TOI-2145 b,TOI-2145,1,1,1,0,Transit,10.261127,0.111,1.108,5.5596,0.21,,,6200.0,2.75,1.72,0.285,[Fe/H],1.007,1.6,224.731,0.00530719416
34172,TOI-2152 A b,TOI-2152,1,3,1,0,Transit,3.3773512,0.05064,1.281,2.83,0.057,86.42,F4 V,6630.0,1.61,1.52,0.282,[Fe/H],0.653,0.83,303.006,0.002701518
34174,TOI-2154 b,TOI-2154,1,1,1,0,Transit,3.8240801,0.0513,1.453,0.92,0.117,83.37,,6280.0,1.4,1.23,0.011,[Fe/H],0.435,2.9,296.46,0.0008782320000000001
34176,TOI-2158 b,TOI-2158,1,1,1,0,Transit,8.60077,0.075,0.96,0.82,0.07,85.7,,5673.0,1.41,1.12,0.47,[Fe/H],,8.0,198.473,0.0007827719999999999
34178,TOI-216.01,TOI-216,1,1,2,0,Transit,34.525528,,0.901,0.56,0.0046,89.84,,,0.75,0.77,,,,,177.945,0.000534576
34181,TOI-216.02,TOI-216,1,1,2,0,Transit,17.16073,,0.714,0.059,0.16,88.6,,,0.75,0.77,,,,,177.945,5.63214e-05
34186,TOI-2180 b,TOI-2180,1,1,1,0,Transit,260.79,0.828,1.01,2.755,0.3683,89.955,G5,5695.0,1.64,1.11,0.253,[Fe/H],0.406,8.1,116.685,0.0026299229999999997
34190,TOI-2184 b,TOI-2184,1,1,1,0,Transit,6.90683,,1.017,0.65,0.08,,,5966.0,2.9,1.53,0.14,[Fe/H],,2.3,788.317,0.00062049
34192,TOI-2193 A b,TOI-2193 A,1,2,1,0,Transit,2.1225735,0.03319,1.77,0.94,0.0,79.96,,5966.0,1.25,1.08,0.027,[Fe/H],0.25,5.5,337.064,0.0008973239999999999
34193,TOI-2194 b,TOI-2194,1,1,1,0,Transit,15.337597,,0.177,,,89.27,,4756.0,0.69,0.74,-0.372,[M/H],,,19.5711,
34195,TOI-2196 b,TOI-2196,1,1,1,0,Transit,1.1947268,0.02234,0.313,0.08181,0.0,81.11,G V,5634.0,1.04,1.03,0.14,[Fe/H],-0.004,4.5,259.947,7.8095826e-05
34198,TOI-220 b,TOI-220,1,1,1,0,Transit,10.695264,0.08911,0.27,0.04342,0.032,87.88,K0 V,5298.0,0.86,0.82,-0.217,[Fe/H],,10.1,90.7402,4.1448732e-05
34200,TOI-2202 b,TOI-2202,1,1,2,0,Transit,11.9101,0.09564,1.01,0.978,0.042,88.4,K8 V,5144.0,0.79,0.82,0.04,[Fe/H],-0.401,7.48,235.933,0.0009335988
34201,TOI-2202 c,TOI-2202,1,1,2,0,Transit Timing Variations,24.6744,0.15544,,0.369,0.0622,84.7,K8 V,5144.0,0.79,0.82,0.04,[Fe/H],-0.401,7.48,235.933,0.0003522474
34202,TOI-2207 b,TOI-2207,1,1,1,0,Transit,8.001968,0.0854,0.995,0.64,0.174,88.84,,6101.0,1.56,1.3,0.181,[Fe/H],0.484,3.3,373.345,0.000610944
34205,TOI-2236 b,TOI-2236,1,1,1,0,Transit,3.5315902,0.05009,1.282,1.58,0.0,83.58,,6248.0,1.57,1.34,0.119,[Fe/H],0.533,2.52,355.59,0.0015082680000000001
34206,TOI-2257 b,TOI-2257,1,1,1,0,Transit,35.189346,0.145,0.196,,0.496,89.786,M3,3430.0,0.31,0.33,-0.27,[Fe/H],,,57.7911,
34209,TOI-2260 b,TOI-2260,1,1,1,0,Transit,0.3524728,0.0097,0.145,,,,G V,5534.0,0.94,0.99,0.22,[Fe/H],,0.321,101.251,
34210,TOI-2266 b,TOI-2266,1,1,1,0,Transit,2.326318,0.02,0.137,,,88.51,M5.0+0.5-0.5,3200.0,0.24,0.23,,,,0.3,51.6004,
34213,TOI-2285 b,TOI-2285,1,1,1,0,Transit,27.26955,0.1363,0.155,0.06135,0.3,89.66,,3491.0,0.46,0.45,-0.05,[Fe/H],-1.542,,42.409,5.856471e-05
34214,TOI-2337 b,TOI-2337,1,1,1,0,Transit,2.99432,,0.9,1.6,0.019,,,4780.0,3.22,1.32,0.39,[Fe/H],,4.9,536.046,0.0015273600000000002
34217,TOI-2338 b,TOI-2338,1,1,1,0,Transit,22.65398,0.158,1.0,5.98,0.676,89.52,,5581.0,1.05,0.99,0.22,[Fe/H],-0.013,7.0,313.996,0.005708508
34219,TOI-2364 b,TOI-2364,1,1,1,0,Transit,4.0197517,0.04871,0.768,0.225,0.0,88.98,,5306.0,0.89,0.95,0.344,[Fe/H],-0.252,3.5,219.614,0.000214785
34220,TOI-2368 b,TOI-2368,1,1,1,0,Transit,5.1750073,0.05649,0.967,0.65,0.061,86.61,,5360.0,0.85,0.9,0.1,[Fe/H],-0.275,4.2,210.915,0.00062049
34224,TOI-237 b,TOI-237,1,1,1,0,Transit,5.436098,0.0341,0.128,,0.0,89.5,M4.5 V,3212.0,0.21,0.18,,,-2.387,4.5,38.0749,
34225,TOI-2373 b,TOI-2373,1,1,1,0,Transit,13.33668,0.112,0.93,9.3,0.112,89.2,,5651.0,1.1,1.04,0.3,[Fe/H],0.051,5.9,508.686,0.00887778
34227,TOI-2374 b,TOI-2374,1,1,1,0,Transit,4.31361,0.0471,0.608,0.17821,0.13,87.5,,4802.0,0.69,0.75,0.15,[Fe/H],,4.1,134.655,0.000170119266
34229,TOI-2379 b,TOI-2379,1,1,1,0,Transit,5.4693827,0.05263,1.046,5.76,0.342,88.85,,3707.0,0.62,0.65,0.501,[Fe/H],,10.4,211.247,0.005498495999999999
34231,TOI-238 b,TOI-238,1,1,2,0,Transit,1.273114,0.0212,0.144,,,85.78,,5080.0,0.75,0.79,-0.05,[Fe/H],-0.472,6.0,80.5407,
34234,TOI-238 c,TOI-238,1,1,2,0,Radial Velocity,8.465651,0.0749,0.194,0.02108,0.36,87.938,K2V,5059.0,0.73,0.79,-0.114,[Fe/H],-0.471,4.3,80.5407,2.0122968000000003e-05
34236,TOI-2384 b,TOI-2384,1,1,1,0,Transit,2.13570304,0.02793,1.025,1.966,0.0,88.37,,3943.0,0.61,0.64,0.332,[Fe/H],,9.4,191.51,0.0018767436
34239,TOI-2406 b,TOI-2406,1,1,1,0,Transit,3.0766891,0.02267,0.255,0.04908,0.17,89.8,,3100.0,0.2,0.17,-0.26,[Fe/H],-2.462,,55.419,4.6851768e-05
34240,TOI-2411 b,TOI-2411,1,1,1,0,Transit,0.7826942,0.0144,0.15,,,,,4099.0,0.68,0.65,,,,,59.5362,
34243,TOI-2416 b,TOI-2416,1,1,1,0,Transit,8.275479,0.0831,0.88,3.0,0.32,90.0,,5808.0,1.24,1.12,0.32,[Fe/H],0.197,4.9,557.733,0.0028638
34244,TOI-2421 b,TOI-2421,1,1,1,0,Transit,4.3474032,0.0543,0.925,0.333,0.0,86.49,,5607.0,1.75,1.13,0.19,[Fe/H],0.436,7.5,327.927,0.0003178818
34246,TOI-2427 b,TOI-2427,1,1,1,0,Transit,1.3060011,0.0202,0.161,,,,,4072.0,0.65,0.64,,,,,28.5147,
34250,TOI-244 b,TOI-244,1,1,1,0,Transit,7.397225,0.0559,0.136,0.00843,,88.32,M2.5 V,3433.0,0.43,0.43,-0.39,[Fe/H],-1.643,7.0,22.0337,8.047278e-06
34251,TOI-2443 b,TOI-2443,1,1,1,0,Transit,15.669494,,0.247,,,89.38,,4357.0,0.73,0.66,-0.439,[M/H],,,23.9258,
34254,TOI-2445 b,TOI-2445,1,1,1,0,Transit,0.3711281,0.0064,0.112,,,,,3333.0,0.27,0.25,,,,,48.582,
34255,TOI-2447 b,TOI-2447,1,1,1,0,Transit,69.33684,0.347,0.857,0.393,0.17,,,5730.0,1.01,1.03,0.18,[Fe/H],,2.1,148.987,0.00037515780000000004
34258,TOI-2459 b,TOI-2459,1,1,1,0,Transit,19.104718,,0.263,,,89.59,,4195.0,0.68,0.66,,,,,36.6113,
34259,TOI-2497 b,TOI-2497,1,1,1,0,Transit,10.655669,0.1166,0.994,4.82,0.195,88.16,,7360.0,2.36,1.86,0.094,[Fe/H],1.167,1.0,285.289,0.004601172000000001
34261,TOI-2498 b,TOI-2498,1,1,1,0,Transit,3.738252,0.0491,0.541,0.10893,0.089,87.12,,5905.0,1.26,1.12,0.167,[Fe/H],,3.6,275.265,0.000103984578
34264,TOI-251 b,TOI-251,1,1,1,0,Transit,4.93777,0.05741,0.244,1.0,0.0,87.52,,5875.0,0.88,1.04,-0.106,[Fe/H],-0.08,0.18,99.523,0.0009546
34266,TOI-2524 b,TOI-2524,1,1,1,0,Transit,7.18585,0.073,1.0,0.64,0.0,89.4,,5831.0,1.12,1.01,0.06,[Fe/H],0.116,6.7,438.842,0.000610944
34268,TOI-2525 b,TOI-2525,1,1,2,0,Transit,23.2856,0.1511,0.774,0.084,0.17,89.5,K8 V,5096.0,0.79,0.85,0.14,[Fe/H],-0.44,3.99,395.398,8.018640000000001e-05
34271,TOI-2525 c,TOI-2525,1,1,2,0,Transit,49.2519,0.249,0.904,0.657,0.157,89.97,K8 V,5096.0,0.79,0.85,0.14,[Fe/H],-0.44,3.99,395.398,0.0006271722
34272,TOI-2529 b,TOI-2529,1,1,1,0,Transit,64.5949,0.327,1.03,2.34,0.021,,,5802.0,1.7,1.11,0.1,[Fe/H],0.464,7.23,296.271,0.002233764
34274,TOI-2545 b,TOI-2545,1,1,1,0,Transit,7.994037,,0.245,,,,,5846.29,1.25,1.05,-0.273,[M/H],0.218,,107.118,
34277,TOI-2567 b,TOI-2567,1,1,1,0,Transit,5.983944,0.0672,0.975,0.201,0.0,88.3,,5611.0,1.69,1.13,0.241,[Fe/H],0.405,7.6,504.775,0.00019187460000000001
34280,TOI-257 b,TOI-257,1,1,1,0,Transit,18.38818,0.1528,0.639,0.138,0.0,87.91,,6095.0,1.87,1.41,0.175,[Fe/H],0.636,,76.9028,0.0001317348
34282,TOI-2570 b,TOI-2570,1,1,1,0,Transit,2.9887615,0.04145,1.217,0.82,0.0,87.73,,5771.0,1.09,1.06,0.191,[Fe/H],0.079,4.4,361.857,0.0007827719999999999
34283,TOI-2583 A b,TOI-2583 A,1,2,1,0,Transit,4.5207265,0.0571,1.29,0.25,0.0,88.16,,5936.0,1.48,1.22,0.158,[Fe/H],0.388,4.4,566.189,0.00023865
34286,TOI-2587 A b,TOI-2587 A,1,2,1,0,Transit,5.45664,0.0635,1.077,0.218,0.0,84.81,,5760.0,1.73,1.15,0.13,[Fe/H],0.471,6.7,373.675,0.0002081028
34288,TOI-2589 b,TOI-2589,1,1,1,0,Transit,61.6277,0.3,1.08,3.5,0.522,89.17,,5579.0,1.07,0.93,0.12,[Fe/H],-0.004,11.0,200.273,0.0033411
34289,TOI-260 b,TOI-260,1,1,1,0,Transit,13.475853,0.0943,0.153,0.01331,0.0,88.84,K8 V,4026.0,0.61,0.62,-0.47,[Fe/H],0.087,,20.1852,1.2705726e-05
34292,TOI-261.01,TOI-261,1,1,1,0,Transit,3.3639254,0.034792,0.271,,,,,5890.3,1.28,0.5,,,,,114.495,
34294,TOI-262 b,TOI-262,1,1,1,0,Transit,11.14529,0.163,0.185,,,89.011,K0 V,5310.0,0.85,0.91,0.26,[Fe/H],,0.8,43.932,
34297,TOI-2641 b,TOI-2641,1,1,1,0,Transit,4.880974,0.0607,1.615,0.386,0.18,83.75,F9 V,6100.0,1.34,1.16,-0.15,[Fe/H],0.34,10.8,344.045,0.0003684756
34299,TOI-2669 b,TOI-2669,1,1,1,0,Transit,6.2034,,1.76,0.61,0.09,,,4800.0,4.1,1.19,0.1,[Fe/H],,5.9,393.443,0.000582306
